2715	Splice Junction Annotation D. melanogaster Adult Male, eclosion + 5 days	2715_BS156_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/2715_BS156_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3.gz	Dmel_r5.32	mRNA	integrated-gene-model	gene-model_gff3	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 5 days	integrated-gene-model	all			Dmel_r5.32	modENCODE_2715	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 5 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_2715.gff3	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Male-eclosion-+-5-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_2715gff3;2715_BS156_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3	total-RNA	Y cn bw sp		Adult Male, eclosion + 5 days			Susan Celniker
2716	Splice Junction Annotation D. melanogaster Adult Female, eclosion + 30 days	2716_BS165_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/2716_BS165_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3.gz	Dmel_r5.32	mRNA	integrated-gene-model	gene-model_gff3	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Female, eclosion + 30 days	integrated-gene-model	all			Dmel_r5.32	modENCODE_2716	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Female, eclosion + 30 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_2716.gff3	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Female-eclosion-+-30-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_2716gff3;2716_BS165_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3	total-RNA	Y cn bw sp		Adult Female, eclosion + 30 days			Susan Celniker
2717	Splice Junction Annotation D. melanogaster Adult Male, eclosion + 30 days	2717_BS162_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3.gz	/modencode/data/all_files/dmel-interpreted-2/2717_BS162_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3.gz	Dmel_r5.32	mRNA	integrated-gene-model	gene-model_gff3	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 30 days	integrated-gene-model	all			Dmel_r5.32	modENCODE_2717	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 30 days;integrated-gene-model;Rep-1;Dmel_r5.32;modENCODE_2717.gff3	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Male-eclosion-+-30-days;integrated-gene-model;Rep-1;Dmel_r532;modENCODE_2717gff3;2717_BS162_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.gff3	total-RNA	Y cn bw sp		Adult Male, eclosion + 30 days			Susan Celniker
2745	Annotation of CEUP 3' UTRs, polyA sites, and PAS sites	2745_CEUP_UTRs.gff3.gz	/modencode/data/all_files/cele-interpreted-2/2745_CEUP_UTRs.gff3.gz	Cele_WS220	mRNA	integrated-gene-model	gene-model_gff3	3-prime-UTR	Developmental-Stage_all stages	integrated-gene-model	all			Cele_WS220	modENCODE_2745	3-prime-UTR;Developmental-Stage_all stages;integrated-gene-model;Rep-1;Cele_WS220;modENCODE_2745.gff3	3-prime-UTR;Developmental-Stage_all-stages;integrated-gene-model;Rep-1;Cele_WS220;modENCODE_2745gff3;2745_CEUP_UTRs.gff3	3-prime-UTR			all stages			Fabio Piano
2898	Dm embryos, 0-2 hr after egg laying RNA-Seq, unique mappers	2898_BS40_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2898_BS40_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 0-2h	RNA-seq	all			Dmel_r5.32	modENCODE_2898	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 0-2h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2898.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-0-2h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2898sam;2898_BS40_all.sam	total-RNA	Y cn bw sp		Embryo 0-2h			Susan Celniker
2899	Dm embryos, 2-4 hr after egg laying RNA-Seq, unique mappers	2899_BS43_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2899_BS43_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 2-4h	RNA-seq	all			Dmel_r5.32	modENCODE_2899	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 2-4h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2899.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-2-4h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2899sam;2899_BS43_all.sam	total-RNA	Y cn bw sp		Embryo 2-4h			Susan Celniker
2900	Dm embryos, 4-6 hr after egg laying RNA-Seq, unique mappers	2900_BS46_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2900_BS46_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 4-6h	RNA-seq	all			Dmel_r5.32	modENCODE_2900	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 4-6h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2900.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-4-6h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2900sam;2900_BS46_all.sam	total-RNA	Y cn bw sp		Embryo 4-6h			Susan Celniker
2901	Dm embryos, 6-8 hr after egg laying RNA-Seq, unique mappers	2901_BS49_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2901_BS49_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 6-8h	RNA-seq	all			Dmel_r5.32	modENCODE_2901	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 6-8h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2901.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-6-8h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2901sam;2901_BS49_all.sam	total-RNA	Y cn bw sp		Embryo 6-8h			Susan Celniker
2902	Dm embryos, 8-10 hr after egg laying RNA-Seq, unique mappers	2902_BS54_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2902_BS54_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 8-10h	RNA-seq	all			Dmel_r5.32	modENCODE_2902	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 8-10h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2902.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-8-10h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2902sam;2902_BS54_all.sam	total-RNA	Y cn bw sp		Embryo 8-10h			Susan Celniker
2903	Dm embryos, 10-12 hr after egg laying RNA-Seq, unique mappers	2903_BS55_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2903_BS55_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 10-12h	RNA-seq	all			Dmel_r5.32	modENCODE_2903	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 10-12h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2903.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-10-12h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2903sam;2903_BS55_all.sam	total-RNA	Y cn bw sp		Embryo 10-12h			Susan Celniker
2904	Dm embryos, 12-14 hr after egg laying RNA-Seq, unique mappers	2904_BS58_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2904_BS58_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 12-14h	RNA-seq	all			Dmel_r5.32	modENCODE_2904	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 12-14h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2904.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-12-14h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2904sam;2904_BS58_all.sam	total-RNA	Y cn bw sp		Embryo 12-14h			Susan Celniker
2905	Dm embryos, 14-16 hr after egg laying RNA-Seq, unique mappers	2905_BS62_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2905_BS62_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 14-16h	RNA-seq	all			Dmel_r5.32	modENCODE_2905	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 14-16h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2905.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-14-16h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2905sam;2905_BS62_all.sam	total-RNA	Y cn bw sp		Embryo 14-16h			Susan Celniker
2906	Dm embryos, 16-18 hr after egg laying RNA-Seq, unique mappers	2906_BS66_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2906_BS66_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 16-18h	RNA-seq	all			Dmel_r5.32	modENCODE_2906	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 16-18h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2906.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-16-18h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2906sam;2906_BS66_all.sam	total-RNA	Y cn bw sp		Embryo 16-18h			Susan Celniker
2907	Dm embryos, 18-20 hr after egg laying RNA-Seq, unique mappers	2907_BS67_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2907_BS67_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 18-20h	RNA-seq	all			Dmel_r5.32	modENCODE_2907	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 18-20h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2907.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-18-20h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2907sam;2907_BS67_all.sam	total-RNA	Y cn bw sp		Embryo 18-20h			Susan Celniker
2908	Dm embryos, 20-22 hr after egg laying RNA-Seq, unique mappers	2908_BS71_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2908_BS71_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 20-22h	RNA-seq	all			Dmel_r5.32	modENCODE_2908	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 20-22h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2908.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-20-22h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2908sam;2908_BS71_all.sam	total-RNA	Y cn bw sp		Embryo 20-22h			Susan Celniker
2909	Dm embryos, 22-24 hr after egg laying RNA-Seq, unique mappers	2909_BS73_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2909_BS73_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Embryo 22-24h	RNA-seq	all			Dmel_r5.32	modENCODE_2909	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Embryo 22-24h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2909.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Embryo-22-24h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2909sam;2909_BS73_all.sam	total-RNA	Y cn bw sp		Embryo 22-24h			Susan Celniker
2910	Dm L2 stage larvae RNA-Seq, unique mappers	2910_BS111_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2910_BS111_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_L2 stage larvae	RNA-seq	all			Dmel_r5.32	modENCODE_2910	total-RNA;Strain_Y cn bw sp;Developmental-Stage_L2;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2910.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_L2;RNA-seq;Rep-1;Dmel_r532;modENCODE_2910sam;2910_BS111_all.sam	total-RNA	Y cn bw sp		L2			Susan Celniker
2911	Dm L3 stage larvae, 12 hr post-molt RNA-Seq, unique mappers	2911_BS113_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2911_BS113_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_L3 stage larvae, 12 hr post-molt	RNA-seq	all			Dmel_r5.32	modENCODE_2911	total-RNA;Strain_Y cn bw sp;Developmental-Stage_L3 stage larvae, 12h post-molt;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2911.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_L3-stage-larvae-12h-post-molt;RNA-seq;Rep-1;Dmel_r532;modENCODE_2911sam;2911_BS113_all.sam	total-RNA	Y cn bw sp		L3 stage larvae, 12h post-molt			Susan Celniker
2912	Dm L3 stage larvae, clear gut PS (7-9) RNA-Seq, unique mappers	2912_BS203_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2912_BS203_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_L3 stage larvae, clear gut PS(7-9) stage	RNA-seq	all			Dmel_r5.32	modENCODE_2912	total-RNA;Strain_Y cn bw sp;Developmental-Stage_L3 stage larvae, clear gut PS(7-9) stage;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2912.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_L3-stage-larvae-clear-gut-PS-7-9-stage;RNA-seq;Rep-1;Dmel_r532;modENCODE_2912sam;2912_BS203_all.sam	total-RNA	Y cn bw sp		L3 stage larvae, clear gut PS(7-9) stage			Susan Celniker
2913	Dm adult female, eclosion + 1 day RNA-Seq unique mappers	2913_BS153_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2913_BS153_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Female, eclosion + 1 day	RNA-seq	all			Dmel_r5.32	modENCODE_2913	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Female, eclosion + 1 day;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2913.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Female-eclosion-+-1-day;RNA-seq;Rep-1;Dmel_r532;modENCODE_2913sam;2913_BS153_all.sam	total-RNA	Y cn bw sp		Adult Female, eclosion + 1 day			Susan Celniker
2914	Dm adult female, eclosion + 30 days RNA-Seq, unique mapper	2914_BS165_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2914_BS165_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Female, eclosion + 30 days	RNA-seq	all			Dmel_r5.32	modENCODE_2914	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Female, eclosion + 30 days;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2914.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Female-eclosion-+-30-days;RNA-seq;Rep-1;Dmel_r532;modENCODE_2914sam;2914_BS165_all.sam	total-RNA	Y cn bw sp		Adult Female, eclosion + 30 days			Susan Celniker
2915	Dm adult female, eclosion + 5 days RNA-Seq, unique mappers	2915_BS159_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2915_BS159_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Female, eclosion + 5 days	RNA-seq	all			Dmel_r5.32	modENCODE_2915	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Female, eclosion + 5 days;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2915.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Female-eclosion-+-5-days;RNA-seq;Rep-1;Dmel_r532;modENCODE_2915sam;2915_BS159_all.sam	total-RNA	Y cn bw sp		Adult Female, eclosion + 5 days			Susan Celniker
2916	Dm adult male, eclosion + 1 day RNA-Seq, unique mappers	2916_BS150_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2916_BS150_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 1 day	RNA-seq	all			Dmel_r5.32	modENCODE_2916	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 1 day;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2916.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Male-eclosion-+-1-day;RNA-seq;Rep-1;Dmel_r532;modENCODE_2916sam;2916_BS150_all.sam	total-RNA	Y cn bw sp		Adult Male, eclosion + 1 day			Susan Celniker
2917	Dm adult male, eclosion + 30 days RNA-Seq, unique mappers	2917_BS162_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2917_BS162_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 30 days	RNA-seq	all			Dmel_r5.32	modENCODE_2917	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 30 days;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2917.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Male-eclosion-+-30-days;RNA-seq;Rep-1;Dmel_r532;modENCODE_2917sam;2917_BS162_all.sam	total-RNA	Y cn bw sp		Adult Male, eclosion + 30 days			Susan Celniker
2918	Dm adult male, eclosion + 5 days RNA-Seq, unique mappers	2918_BS156_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2918_BS156_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 5 days	RNA-seq	all			Dmel_r5.32	modENCODE_2918	total-RNA;Strain_Y cn bw sp;Developmental-Stage_Adult Male, eclosion + 5 days;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2918.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_Adult-Male-eclosion-+-5-days;RNA-seq;Rep-1;Dmel_r532;modENCODE_2918sam;2918_BS156_all.sam	total-RNA	Y cn bw sp		Adult Male, eclosion + 5 days			Susan Celniker
2919	Dm L1 stage larvae RNA-Seq, unique mappers	2919_BS107_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2919_BS107_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_L1 stage larvae	RNA-seq	all			Dmel_r5.32	modENCODE_2919	total-RNA;Strain_Y cn bw sp;Developmental-Stage_L1;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2919.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_L1;RNA-seq;Rep-1;Dmel_r532;modENCODE_2919sam;2919_BS107_all.sam	total-RNA	Y cn bw sp		L1			Susan Celniker
2920	Dm L3 stage larvae, dark blue gut PS(1-2) RNA-Seq, unique mappers	2920_BS196_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2920_BS196_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_L3 stage larvae, dark blue gut PS(1-2) stage	RNA-seq	all			Dmel_r5.32	modENCODE_2920	total-RNA;Strain_Y cn bw sp;Developmental-Stage_L3 stage larvae, dark blue gut PS(1-2) stage;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2920.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_L3-stage-larvae-dark-blue-gut-PS-1-2-stage;RNA-seq;Rep-1;Dmel_r532;modENCODE_2920sam;2920_BS196_all.sam	total-RNA	Y cn bw sp		L3 stage larvae, dark blue gut PS(1-2) stage			Susan Celniker
2921	Dm L3 stage larvae, light blue gut PS(3-6) RNA-Seq, unique mappers	2921_BS200_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2921_BS200_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_L3 stage larvae, light blue gut PS(3-6) stage	RNA-seq	all			Dmel_r5.32	modENCODE_2921	total-RNA;Strain_Y cn bw sp;Developmental-Stage_L3 stage larvae, light blue gut PS(3-6) stage;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2921.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_L3-stage-larvae-light-blue-gut-PS-3-6-stage;RNA-seq;Rep-1;Dmel_r532;modENCODE_2921sam;2921_BS200_all.sam	total-RNA	Y cn bw sp		L3 stage larvae, light blue gut PS(3-6) stage			Susan Celniker
2922	Dm White prepupae (WPP) + 12h RNA-Seq, unique mappers	2922_BS133_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2922_BS133_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 12 hr	RNA-seq	all			Dmel_r5.32	modENCODE_2922	total-RNA;Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 12h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2922.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_White-prepupae-WPP-+-12h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2922sam;2922_BS133_all.sam	total-RNA	Y cn bw sp		White prepupae (WPP) + 12h			Susan Celniker
2923	Dm White prepupae (WPP) + 24h RNA-Seq, unique mappers	2923_BS136_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2923_BS136_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 24 hr	RNA-seq	all			Dmel_r5.32	modENCODE_2923	total-RNA;Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 24h;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2923.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_White-prepupae-WPP-+-24h;RNA-seq;Rep-1;Dmel_r532;modENCODE_2923sam;2923_BS136_all.sam	total-RNA	Y cn bw sp		White prepupae (WPP) + 24h			Susan Celniker
2924	Dm White prepupae (WPP) + 2 days RNA-Seq, unique mappers	2924_BS137_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2924_BS137_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 2 days	RNA-seq	all			Dmel_r5.32	modENCODE_2924	total-RNA;Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 2 days;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2924.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_White-prepupae-WPP-+-2-days;RNA-seq;Rep-1;Dmel_r532;modENCODE_2924sam;2924_BS137_all.sam	total-RNA	Y cn bw sp		White prepupae (WPP) + 2 days			Susan Celniker
2925	Dm White prepupae (WPP) + 3 days RNA-Seq, unique mappers	2925_BS140_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2925_BS140_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 3 days	RNA-seq	all			Dmel_r5.32	modENCODE_2925	total-RNA;Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 3 days;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2925.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_White-prepupae-WPP-+-3-days;RNA-seq;Rep-1;Dmel_r532;modENCODE_2925sam;2925_BS140_all.sam	total-RNA	Y cn bw sp		White prepupae (WPP) + 3 days			Susan Celniker
2926	Dm White prepupae (WPP) + 4 days RNA-Seq, unique mappers	2926_BS143_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2926_BS143_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 4 days	RNA-seq	all			Dmel_r5.32	modENCODE_2926	total-RNA;Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP) + 4 days;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2926.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_White-prepupae-WPP-+-4-days;RNA-seq;Rep-1;Dmel_r532;modENCODE_2926sam;2926_BS143_all.sam	total-RNA	Y cn bw sp		White prepupae (WPP) + 4 days			Susan Celniker
2927	Dm white prepupae (WPP) RNA-Seq, unique mappers	2927_BS129_all.SAM.gz	/modencode/data/all_files/dmel-signal-3/2927_BS129_all.SAM.gz	Dmel_r5.32	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_Y cn bw sp;Developmental-Stage_White prepupae (WPP)	RNA-seq	all			Dmel_r5.32	modENCODE_2927	total-RNA;Strain_Y cn bw sp;Developmental-Stage_WPP;RNA-seq;Rep-1;Dmel_r5.32;modENCODE_2927.sam	total-RNA;Strain_Y-cn-bw-sp;Developmental-Stage_WPP;RNA-seq;Rep-1;Dmel_r532;modENCODE_2927sam;2927_BS129_all.sam	total-RNA	Y cn bw sp		WPP			Susan Celniker
